Vintage;Country;County;Designation;Points;Price;Province;Title;Variety;Winery
01/01/2010;Italy;Sicilia;Terrae Dei;86;$14.00;Sicily & Sardinia;Corvo 2010 Terrae Dei Grillo (Sicilia);Grillo;Corvo
01/01/2010;France;Bourgogne Hautes Côtes de Beaune;Château de Mercey;86;$22.00;Burgundy;Antonin Rodet 2010 Château de Mercey (Bourgogne Hautes Côtes de Beaune);Pinot Noir;Antonin Rodet
01/01/2010;Italy;Soave Classico;Battistelle;87;$18.00;Veneto;Le Battistelle 2010 Battistelle (Soave Classico);Garganega;Le Battistelle
01/01/2010;Italy;Ghemme;Ai Livelli;91;$52.00;Piedmont;Tiziano Mazzoni 2010 Ai Livelli (Ghemme);Nebbiolo;Tiziano Mazzoni
01/01/2010;Italy;Valpolicella Classico Superiore Ripasso;Gaso;88;$26.00;Veneto;San Rustico 2010 Gaso (Valpolicella Classico Superiore Ripasso);Red Blend;San Rustico
01/01/2010;Italy;Alta Langa;Cuvée Aurora Rosé;89;$30.00;Piedmont;Banfi 2010 Cuvée Aurora Rosé Pinot Nero (Alta Langa);Pinot Nero;Banfi
01/01/2010;Italy;Vino Nobile di Montepulciano;Vallocaia Riserva;87;$46.00;Tuscany;Bindella 2010 Vallocaia Riserva (Vino Nobile di Montepulciano);Red Blend;Bindella
01/01/2010;Italy;Barbera d'Asti Superiore;Epico;86;$45.00;Piedmont;Pico Maccario 2010 Epico (Barbera d'Asti Superiore);Barbera;Pico Maccario
01/01/2010;France;Condrieu;Domaine de Grands Amandiers;93;$100.00;Rhône Valley;Paul Jaboulet Aîné 2010 Domaine de Grands Amandiers (Condrieu);Viognier;Paul Jaboulet Aîné
01/01/2010;Italy;Brunello di Montalcino;Riserva;89;$130.00;Tuscany;La Fornace 2010 Riserva (Brunello di Montalcino);Sangiovese;La Fornace
01/01/2010;Italy;Sicilia;Stemmari;87;$10.00;Sicily & Sardinia;Feudo Arancio 2010 Stemmari Merlot (Sicilia);Merlot;Feudo Arancio
01/01/2010;Italy;Barolo;Briccolina Riserva;96;$210.00;Piedmont;Rivetto 2010 Briccolina Riserva (Barolo);Nebbiolo;Rivetto
01/01/2010;Italy;Soave;Re Midas;87;$10.00;Veneto;Cantina di Soave 2010 Re Midas (Soave);Garganega;Cantina di Soave
01/01/2010;France;Alsace;Vignoble d'Epfig;86;$28.00;Alsace;Domaine Ostertag 2010 Vignoble d'Epfig Riesling (Alsace);Riesling;Domaine Ostertag
01/01/2010;France;Pouilly-Fuissé;TÃªte de Cru Les Perrières;91;$55.00;Burgundy;Domaine Ferret 2010 TÃªte de Cru Les Perrières (Pouilly-Fuissé);Chardonnay;Domaine Ferret
01/01/2010;Italy;Chianti Classico;Castello di Monna LIsa Riserva;90;$42.00;Tuscany;Vignamaggio 2010 Castello di Monna LIsa Riserva (Chianti Classico);Red Blend;Vignamaggio
01/01/2010;France;Saint-Aubin;Le Charmois Premier Cru;89;$48.00;Burgundy;Roche de Bellene 2010 Le Charmois Premier Cru (Saint-Aubin);Chardonnay;Roche de Bellene
01/01/2010;France;Champagne;Rosé;95;$80.00;Champagne;Louis Roederer 2010 Rosé (Champagne);Champagne Blend;Louis Roederer
01/01/2010;France;Alsace;Brand Grand Cru;90;$57.00;Alsace;Cave de Turckheim 2010 Brand Grand Cru Pinot Gris (Alsace);Pinot Gris;Cave de Turckheim
01/01/2010;Italy;Toscana;Vigna alle Nicchie;90;$60.00;Tuscany;Pietro Beconcini 2010 Vigna alle Nicchie Tempranillo (Toscana);Tempranillo;Pietro Beconcini
01/01/2010;France;Cornas;La Louvée;91;$85.00;Rhône Valley;Jean-Luc Colombo 2010 La Louvée (Cornas);Syrah;Jean-Luc Colombo
01/01/2010;Italy;Cortona;Girifalco;90;$55.00;Tuscany;La Calonica 2010 Girifalco Sangiovese (Cortona);Sangiovese;La Calonica
01/01/2010;Italy;Etna;Musmeci Riserva;92;$50.00;Sicily & Sardinia;Tenuta di Fessina 2010 Musmeci Riserva (Etna);Red Blend;Tenuta di Fessina
01/01/2010;France;Champagne;Fins Lieux No 1 Millésimé Grand Cru Brut;93;$70.00;Champagne;Pehu-Simonet 2010 Fins Lieux No 1 Millésimé Grand Cru Brut Pinot Noir (Champagne);Pinot Noir;Pehu-Simonet
01/01/2010;France;Montagne-Saint-Émilion;Château la Fleur;89;$17.00;Bordeaux;Horeau-Beylot 2010 Château la Fleur (Montagne-Saint-Émilion);Bordeaux-style Red Blend;Horeau-Beylot
01/01/2010;Italy;Barolo;Briccotto;89;$250.00;Piedmont;Domenico Clerico 2010 Briccotto (Barolo);Nebbiolo;Domenico Clerico
01/01/2010;Italy;Bolgheri;Grale;90;$23.00;Tuscany;Le Grascete 2010 Grale (Bolgheri);Red Blend;Le Grascete
01/01/2010;France;Cadillac Côtes de Bordeaux;Prélude;83;$38.00;Bordeaux;Château Brethous 2010 Prélude (Cadillac Côtes de Bordeaux);Bordeaux-style Red Blend;Château Brethous
01/01/2010;France;Champagne;Blanc de Blancs Brut;94;$86.00;Champagne;Louis Roederer 2010 Blanc de Blancs Brut Chardonnay (Champagne);Chardonnay;Louis Roederer
01/01/2010;Italy;Barolo;Boiolo;88;$99.00;Piedmont;Camparo 2010 Boiolo (Barolo);Nebbiolo;Camparo
01/01/2010;Italy;Barolo;Bricco Gattera;94;$80.00;Piedmont;Cordero di Montezemolo 2010 Bricco Gattera (Barolo);Nebbiolo;Cordero di Montezemolo
01/01/2010;France;Meursault;Blagny Premier Cru;92;$66.00;Burgundy;Henri de Villamont 2010 Blagny Premier Cru (Meursault);Chardonnay;Henri de Villamont
01/01/2010;Italy;Valpolicella Classico Superiore Ripasso;Pegrandi;88;$18.00;Veneto;Vaona 2010 Pegrandi (Valpolicella Classico Superiore Ripasso);Corvina, Rondinella, Molinara;Vaona
01/01/2010;Italy;Amarone della Valpolicella;Riserva;93;$67.00;Veneto;Musella 2010 Riserva (Amarone della Valpolicella);Red Blend;Musella
01/01/2010;France;Pays d'Oc;Val de L'Ours;88;$13.00;Languedoc-Roussillon;Domaines Barons de Rothschild (Lafite) 2010 Val de L'Ours Cabernet Sauvignon-Syrah (Pays d'Oc);Cabernet Sauvignon-Syrah;Domaines Barons de Rothschild (Lafite)
01/01/2010;Italy;Barbaresco;Albesani;94;$66.00;Piedmont;Cantina del Pino 2010 Albesani (Barbaresco);Nebbiolo;Cantina del Pino
01/01/2010;France;Hermitage;Les Chirats de Saint-Christophe;95;$120.00;Rhône Valley;Les Vins de Vienne 2010 Les Chirats de Saint-Christophe (Hermitage);Syrah;Les Vins de Vienne
01/01/2010;Italy;Val di Cornia Suvereto;Amansio Passito;89;$55.00;Tuscany;Gualdo del Re 2010 Amansio Passito Aleatico (Val di Cornia Suvereto);Aleatico;Gualdo del Re
01/01/2010;Italy;Toscana;Mammolo;88;$65.00;Tuscany;Cennatoio 2010 Mammolo Merlot (Toscana);Merlot;Cennatoio
01/01/2010;Italy;Barolo;Bussia Corsini;87;$48.00;Piedmont;Podere Ruggeri Corsini 2010 Bussia Corsini (Barolo);Nebbiolo;Podere Ruggeri Corsini
01/01/2010;France;Chablis;Les Clos Grand Cru;92;$81.00;Burgundy;Chanson Père et Fils 2010 Les Clos Grand Cru (Chablis);Chardonnay;Chanson Père et Fils
01/01/2010;Italy;Irpinia;Guaglione;87;$13.00;Southern Italy;I Capitani 2010 Guaglione Aglianico (Irpinia);Aglianico;I Capitani
01/01/2010;Italy;Chianti;Riserva;90;$29.00;Tuscany;Pietralta 2010 Riserva (Chianti);Red Blend;Pietralta
01/01/2010;France;Sancerre;Clos Paradis;91;$22.00;Loire Valley;Domaine Fouassier 2010 Clos Paradis (Sancerre);Sauvignon Blanc;Domaine Fouassier
01/01/2010;France;Alsace;Schlossberg Grand Cru;93;$24.00;Alsace;Joseph Fritsch 2010 Schlossberg Grand Cru Riesling (Alsace);Riesling;Joseph Fritsch
01/01/2010;France;Brouilly;L'Enfer des Balloquets;87;$20.00;Beaujolais;Robert Perroud 2010 L'Enfer des Balloquets (Brouilly);Gamay;Robert Perroud
01/01/2010;France;Alsace;Réserve;89;$16.00;Alsace;Leon Beyer 2010 Réserve Muscat (Alsace);Muscat;Leon Beyer
01/01/2010;Italy;Sicilia;Bazia Rosso;85;$10.00;Sicily & Sardinia;Cambria 2010 Bazia Rosso Red (Sicilia);Red Blend;Cambria
01/01/2010;France;Puligny-Montrachet;Les Referts Premier Cru;92;$84.00;Burgundy;Domaine Vincent Girardin 2010 Les Referts Premier Cru (Puligny-Montrachet);Chardonnay;Domaine Vincent Girardin
01/01/2010;Italy;Brunello di Montalcino;Riserva;92;$58.00;Tuscany;Fattoria La Lecciaia 2010 Riserva (Brunello di Montalcino);Sangiovese;Fattoria La Lecciaia
01/01/2010;France;Vin de Pays des Alpilles;Coin Caché;91;$40.00;Provence;Mas de la Dame 2010 Coin Caché White (Vin de Pays des Alpilles);White Blend;Mas de la Dame
01/01/2010;Italy;Amarone della Valpolicella;Barriques;86;$45.00;Veneto;Zeni 2010 Barriques (Amarone della Valpolicella);Red Blend;Zeni
01/01/2010;France;Blaye Côtes de Bordeaux;Elegance;83;$20.00;Bordeaux;Château Tour Saint-Germain 2010 Elegance (Blaye Côtes de Bordeaux);Bordeaux-style Red Blend;Château Tour Saint-Germain
01/01/2010;Italy;Valpolicella;Nanfrè;86;$14.00;Veneto;Tenuta Sant'Antonio 2010 Nanfrè (Valpolicella);Corvina, Rondinella, Molinara;Tenuta Sant'Antonio
01/01/2010;Italy;Colli Orientali del Friuli;Amplius;87;$16.00;Northeastern Italy;Comelli 2010 Amplius Pinot Grigio (Colli Orientali del Friuli);Pinot Grigio;Comelli
01/01/2010;Italy;Amarone della Valpolicella;Morar;90;$69.00;Veneto;Valentina Cubi 2010 Morar (Amarone della Valpolicella);Red Blend;Valentina Cubi
01/01/2010;France;Pays d'Oc;Réserve St. Martin;85;$8.00;Languedoc-Roussillon;Les Vignerons de la Méditerranée 2010 Réserve St. Martin Pinot Noir (Pays d'Oc);Pinot Noir;Les Vignerons de la Méditerranée
01/01/2010;Italy;Bolgheri;Pievi;87;$19.00;Tuscany;Motta 2010 Pievi (Bolgheri);Red Blend;Motta
01/01/2010;Italy;Sicilia;Carolina Marengo;87;$21.00;Sicily & Sardinia;Feudi del Pisciotto 2010 Carolina Marengo Frappato (Sicilia);Frappato;Feudi del Pisciotto
01/01/2010;Italy;Alto Adige;Praepositus;88;$28.00;Northeastern Italy;Abbazia di Novacella 2010 Praepositus Sylvaner (Alto Adige);Sylvaner;Abbazia di Novacella
01/01/2010;Italy;Chianti Classico;Ca' di Pesa;84;$30.00;Tuscany;L'Orcio 2010 Ca' di Pesa (Chianti Classico);Red Blend;L'Orcio
01/01/2010;France;Volnay;Collection Premier Cru;89;$79.00;Burgundy;L. Tramier & Fils 2010 Collection Premier Cru (Volnay);Pinot Noir;L. Tramier & Fils
01/01/2010;Italy;Prosecco;Brut Millesimato;87;$17.00;Veneto;Borgo Magredo 2010 Brut Millesimato (Prosecco);Glera;Borgo Magredo
01/01/2010;Italy;Chianti Classico;Gran Selezione;91;$40.00;Tuscany;Tenuta di Lilliano 2010 Gran Selezione (Chianti Classico);Red Blend;Tenuta di Lilliano
01/01/2010;France;Santenay;Gravières Premier Cru;90;$47.00;Burgundy;Domaine Jessiaume 2010 Gravières Premier Cru (Santenay);Pinot Noir;Domaine Jessiaume
01/01/2010;Italy;Colli Tortonesi;I Grop;92;$44.00;Piedmont;Vigne Marina Coppi 2010 I Grop Barbera (Colli Tortonesi);Barbera;Vigne Marina Coppi
01/01/2010;France;Côtes de Bordeaux;Cuvée Prestige;87;$21.00;Bordeaux;Château Arnaud Jouan 2010 Cuvée Prestige (Côtes de Bordeaux);Bordeaux-style Red Blend;Château Arnaud Jouan
01/01/2010;France;Mercurey;Clos la Marche;86;$23.00;Burgundy;Louis Max 2010 Clos la Marche (Mercurey);Pinot Noir;Louis Max
01/01/2010;Italy;Soave Classico;Runcaris;86;$15.00;Veneto;Fattori 2010 Runcaris (Soave Classico);Garganega;Fattori
01/01/2010;Italy;Valpolicella Classico Superiore Ripasso;Solane;87;$16.00;Veneto;Santi 2010 Solane (Valpolicella Classico Superiore Ripasso);Corvina, Rondinella, Molinara;Santi
01/01/2010;Italy;Barolo;Bussia Riserva;89;$45.00;Piedmont;Monti 2010 Bussia Riserva (Barolo);Nebbiolo;Monti
01/01/2010;Italy;Monreale;Vuaria;87;$28.00;Sicily & Sardinia;Feudo Disisa 2010 Vuaria Nero d'Avola (Monreale);Nero d'Avola;Feudo Disisa
01/01/2010;France;Côtes de Provence;Inspire;85;$28.00;Provence;Château Roubine 2010 Inspire Rosé (Côtes de Provence);Rosé;Château Roubine
01/01/2010;Italy;Vino Nobile di Montepulciano;Riserva;91;$45.00;Tuscany;Il Conventino 2010 Riserva (Vino Nobile di Montepulciano);Red Blend;Il Conventino
01/01/2010;Italy;Chianti Classico;Vigneti di Campomaggio Riserva;89;$37.00;Tuscany;Castellani 2010 Vigneti di Campomaggio Riserva (Chianti Classico);Sangiovese;Castellani
01/01/2010;Italy;Lessini Durello;Roncà Pas Dosé Metodo Classico;91;$42.00;Veneto;Fattori 2010 Roncà Pas Dosé Metodo Classico (Lessini Durello);Durella;Fattori
01/01/2010;Italy;Barolo;Ginestra;86;$70.00;Piedmont;Diego Conterno 2010 Ginestra (Barolo);Nebbiolo;Diego Conterno
01/01/2010;France;Lalande de Pomerol;Cuvée Prestige;91;$70.00;Bordeaux;Château le Manoir 2010 Cuvée Prestige (Lalande de Pomerol);Bordeaux-style Red Blend;Château le Manoir
01/01/2010;Italy;Toscana;Monteti;94;$36.00;Tuscany;Tenuta Monteti 2010 Monteti Red (Toscana);Red Blend;Tenuta Monteti
01/01/2010;France;Mercurey;Château de Mercey;89;$28.00;Burgundy;Antonin Rodet 2010 Château de Mercey (Mercurey);Pinot Noir;Antonin Rodet
01/01/2010;France;Quarts de Chaume;Les Guerches;93;$55.00;Loire Valley;Château la Varière 2010 Les Guerches (Quarts de Chaume);Chenin Blanc;Château la Varière
01/01/2010;France;Alsace;Kritt;90;$30.00;Alsace;Domaine Gresser 2010 Kritt Gewurztraminer (Alsace);Gewürztraminer;Domaine Gresser
01/01/2010;Italy;Salice Salentino;Caleo;87;$10.00;Southern Italy;Botter 2010 Caleo Red (Salice Salentino);Red Blend;Botter
01/01/2010;France;Meursault;Charmes Premier Cru;92;$105.00;Burgundy;Olivier Leflaive 2010 Charmes Premier Cru (Meursault);Chardonnay;Olivier Leflaive
01/01/2010;Italy;Chianti Classico;Castelgreve;89;$17.00;Tuscany;Castelli del Grevepesa 2010 Castelgreve (Chianti Classico);Sangiovese;Castelli del Grevepesa
01/01/2010;Italy;Rosso Piceno;Rosso Bello;86;$14.00;Central Italy;Le Caniette 2010 Rosso Bello (Rosso Piceno);Red Blend;Le Caniette
01/01/2010;Italy;Chianti Classico;Il Margone Gran Selezione;93;$45.00;Tuscany;Il Molino di Grace 2010 Il Margone Gran Selezione (Chianti Classico);Red Blend;Il Molino di Grace
01/01/2010;Italy;Chianti Classico;Riserva;87;$42.00;Tuscany;Setriolo 2010 Riserva (Chianti Classico);Red Blend;Setriolo
01/01/2010;France;Cahors;FÃ»t de ChÃªne;89;$20.00;Southwest France;Château Famaey 2010 FÃ»t de ChÃªne Malbec (Cahors);Malbec;Château Famaey
01/01/2010;Italy;Prosecco;Col Fondo;86;$18.00;Veneto;Ca' dei Zago 2010 Col Fondo (Prosecco);Glera;Ca' dei Zago
01/01/2010;Italy;Brunello di Montalcino;Grazia;94;$90.00;Tuscany;Bolsignano 2010 Grazia (Brunello di Montalcino);Sangiovese;Bolsignano
01/01/2010;Italy;Chianti Classico;Vigna Lama della Villa Gran Selezione;88;$65.00;Tuscany;Fattoria di Lamole 2010 Vigna Lama della Villa Gran Selezione (Chianti Classico);Sangiovese;Fattoria di Lamole
01/01/2010;Italy;Toscana;Salamartano;89;$49.00;Tuscany;Fattoria Montellori 2010 Salamartano Red (Toscana);Red Blend;Fattoria Montellori
01/01/2010;France;Muscadet Sèvre et Maine;Château-Thébaud;91;$28.00;Loire Valley;Lieubeau 2010 Château-Thébaud (Muscadet Sèvre et Maine);Melon;Lieubeau
01/01/2010;France;Pernand-Vergelesses;Les Caradeux Premier Cru;92;$53.00;Burgundy;Chanson Père et Fils 2010 Les Caradeux Premier Cru (Pernand-Vergelesses);Chardonnay;Chanson Père et Fils
01/01/2010;France;Champagne;Brut;94;$60.00;Champagne;Deutz 2010 Brut (Champagne);Champagne Blend;Deutz
01/01/2010;France;Chassagne-Montrachet;Clos Saint-Marc Premier Cru;91;$90.00;Burgundy;Olivier Leflaive 2010 Clos Saint-Marc Premier Cru (Chassagne-Montrachet);Chardonnay;Olivier Leflaive
01/01/2010;France;Côtes de Provence;Amalthée;88;$12.00;Provence;Château Gassier 2010 Amalthée Rosé (Côtes de Provence);Rosé;Château Gassier
01/01/2010;France;Arbois;Nature;89;$26.00;France Other;Frédéric Lornet 2010 Nature Savagnin (Arbois);Savagnin;Frédéric Lornet
01/01/2010;France;Saint-Véran;Domaine Saint-Martin;86;$18.00;Burgundy;Georges Duboeuf 2010 Domaine Saint-Martin (Saint-Véran);Chardonnay;Georges Duboeuf
01/01/2010;France;Sancerre;Les Romains;92;$25.00;Loire Valley;Domaine Fouassier 2010 Les Romains (Sancerre);Sauvignon Blanc;Domaine Fouassier
01/01/2010;Italy;Montefalco Rosso;Fidenzio;87;$30.00;Central Italy;Cantina Tudernum 2010 Fidenzio (Montefalco Rosso);Red Blend;Cantina Tudernum
01/01/2010;Italy;Lazio;Cenereto;85;$14.00;Central Italy;Trappolini 2010 Cenereto Red (Lazio);Red Blend;Trappolini
01/01/2010;Italy;Taurasi;Trezotratto;92;$40.00;Southern Italy;I Favati 2010 Trezotratto (Taurasi);Aglianico;I Favati
01/01/2010;France;Côtes du Tarn;Cuvée Madeleine;88;$16.00;Southwest France;Domaine D'en Ségur 2010 Cuvée Madeleine Chardonnay (Côtes du Tarn);Chardonnay;Domaine D'en Ségur
01/01/2010;France;Madiran;Château Montus La Tyre;96;$160.00;Southwest France;Vignobles Brumont 2010 Château Montus La Tyre Tannat (Madiran);Tannat;Vignobles Brumont
01/01/2010;Italy;Franciacorta;Vintage Collection Dosage Zero;93;$75.00;Lombardy;Ca' del Bosco 2010 Vintage Collection Dosage Zero Pinot Nero (Franciacorta);Pinot Nero;Ca' del Bosco
01/01/2010;Italy;Veneto;075 Carati Extra Dry;87;$15.00;Veneto;Piera Martellozzo 2010 075 Carati Extra Dry Sparkling (Veneto);Sparkling Blend;Piera Martellozzo
01/01/2010;France;Alsace;Marckgrain Grand Cru;93;$25.00;Alsace;Domaine Michel Fonne 2010 Marckgrain Grand Cru Gewurztraminer (Alsace);Gewürztraminer;Domaine Michel Fonne
01/01/2010;Italy;Collio;Molamatta;88;$23.00;Northeastern Italy;Marco Felluga 2010 Molamatta White (Collio);White Blend;Marco Felluga
01/01/2010;Italy;Sicilia;Laudàri;89;$32.00;Sicily & Sardinia;Baglio del Cristo di Campobello 2010 Laudàri Chardonnay (Sicilia);Chardonnay;Baglio del Cristo di Campobello
01/01/2010;Italy;Barolo;Castellero;94;$60.00;Piedmont;Brezza 2010 Castellero (Barolo);Nebbiolo;Brezza
01/01/2010;Italy;Sicilia;Ficiligno;86;$14.00;Sicily & Sardinia;Baglio di Pianetto 2010 Ficiligno White (Sicilia);White Blend;Baglio di Pianetto
01/01/2010;Italy;Valpolicella Classico Superiore Ripasso;Le Roselle;87;$15.00;Veneto;Cantina Negrar 2010 Le Roselle (Valpolicella Classico Superiore Ripasso);Corvina, Rondinella, Molinara;Cantina Negrar
01/01/2010;France;Châteauneuf-du-Pape;Domaine de Terre Ferme;93;$100.00;Rhône Valley;Paul Jaboulet Aîné 2010 Domaine de Terre Ferme Red (Châteauneuf-du-Pape);Rhône-style Red Blend;Paul Jaboulet Aîné
01/01/2010;Italy;Sicilia;Scurati;87;$15.00;Sicily & Sardinia;Ceuso 2010 Scurati Nero d'Avola (Sicilia);Nero d'Avola;Ceuso
01/01/2010;France;Champagne;Marie-Amélie Fleur de Vigne Premier Cru Brut;92;$87.00;Champagne;Henriet-Bazin 2010 Marie-Amélie Fleur de Vigne Premier Cru Brut Chardonnay (Champagne);Chardonnay;Henriet-Bazin
01/01/2010;Italy;Barbaresco;Nervo;95;$55.00;Piedmont;Rizzi 2010 Nervo (Barbaresco);Nebbiolo;Rizzi
01/01/2010;Italy;Barolo;Ornato;93;$70.00;Piedmont;Palladino 2010 Ornato (Barolo);Nebbiolo;Palladino
01/01/2010;Italy;Valpolicella Classico Superiore Ripasso;Campo San Vito;88;$20.00;Veneto;Villa Monteleone 2010 Campo San Vito (Valpolicella Classico Superiore Ripasso);Corvina, Rondinella, Molinara;Villa Monteleone
01/01/2010;France;Bordeaux Supérieur;Cuvée Eléonore;86;$35.00;Bordeaux;Château Lajarre 2010 Cuvée Eléonore (Bordeaux Supérieur);Bordeaux-style Red Blend;Château Lajarre
01/01/2010;France;Vouvray;Cuvée Prédilection;92;$20.00;Loire Valley;Château Moncontour 2010 Cuvée Prédilection (Vouvray);Chenin Blanc;Château Moncontour
01/01/2010;France;Bergerac Sec;Moulin des Dames;88;$45.00;Southwest France;Château Tour des Gendres 2010 Moulin des Dames White (Bergerac Sec);Bordeaux-style White Blend;Château Tour des Gendres
01/01/2010;France;Coteaux du Languedoc;La Clape Blanc;88;$29.00;Languedoc-Roussillon;Château des Karantes 2010 La Clape Blanc White (Coteaux du Languedoc);White Blend;Château des Karantes
01/01/2010;Italy;Chianti Classico;Vigneto di Campolungo Gran Selezione;94;$40.00;Tuscany;Lamole di Lamole 2010 Vigneto di Campolungo Gran Selezione (Chianti Classico);Red Blend;Lamole di Lamole
01/01/2010;Italy;Toscana;Petraia;89;$47.00;Tuscany;Uggiano 2010 Petraia Red (Toscana);Red Blend;Uggiano
01/01/2010;Italy;Vino Nobile di Montepulciano;Simposio;89;$56.00;Tuscany;Trerose 2010 Simposio (Vino Nobile di Montepulciano);Sangiovese;Trerose
01/01/2010;France;Alsace;Wiebelsberg Grand Cru;92;$37.00;Alsace;Boeckel 2010 Wiebelsberg Grand Cru Riesling (Alsace);Riesling;Boeckel
01/01/2010;France;Condrieu;La Doriane;94;$140.00;Rhône Valley;E. Guigal 2010 La Doriane (Condrieu);Viognier;E. Guigal
01/01/2010;Italy;Sardinia;Dolci Note;88;$15.00;Sicily & Sardinia;Cantina Pedres 2010 Dolci Note Moscato (Sardinia);Moscato;Cantina Pedres
01/01/2010;Italy;Salento;Sud;87;$14.00;Southern Italy;Feudi di San Marzano 2010 Sud Malvasia Nera (Salento);Malvasia Nera;Feudi di San Marzano
01/01/2010;France;Côtes du Rhône;Samorëns;87;$14.00;Rhône Valley;Ferraton Pere et Fils 2010 Samorëns White (Côtes du Rhône);Rhône-style White Blend;Ferraton Pere et Fils
01/01/2010;France;Sancerre;Exception;93;$100.00;Loire Valley;Pascal Jolivet 2010 Exception (Sancerre);Sauvignon Blanc;Pascal Jolivet
01/01/2010;Italy;Maremma Toscana;Perenzo;88;$65.00;Tuscany;Fattoria di Magliano 2010 Perenzo (Maremma Toscana);Syrah;Fattoria di Magliano
01/01/2010;France;Chablis;Fourchaume Premier Cru;91;$45.00;Burgundy;Olivier Leflaive 2010 Fourchaume Premier Cru (Chablis);Chardonnay;Olivier Leflaive
01/01/2010;Italy;Toscana;Invetro;88;$18.00;Tuscany;Renieri 2010 Invetro Red (Toscana);Red Blend;Renieri
01/01/2010;Italy;Lessini Durello;Amedeo Pas Dosé Riserva;88;$42.00;Veneto;Ca' Rugate 2010 Amedeo Pas Dosé Riserva (Lessini Durello);White Blend;Ca' Rugate
01/01/2010;France;Alsace;Paradis Pfingsberg Grand Cru;92;$34.00;Alsace;Domaine François Schmitt 2010 Paradis Pfingsberg Grand Cru Riesling (Alsace);Riesling;Domaine François Schmitt
01/01/2010;Italy;Brunello di Montalcino;Riserva;93;$120.00;Tuscany;La Fortuna 2010 Riserva (Brunello di Montalcino);Sangiovese;La Fortuna
01/01/2010;France;Sancerre;Les Belles Vignes Rosé;86;$26.00;Loire Valley;Fournier Père et Fils 2010 Les Belles Vignes Rosé Pinot Noir (Sancerre);Pinot Noir;Fournier Père et Fils
01/01/2010;Italy;Barolo;Vigna del Gris;92;$92.00;Piedmont;Conterno Fantino 2010 Vigna del Gris (Barolo);Nebbiolo;Conterno Fantino
